小米 site:36kr.com,1,"拆解小米:不要低估了雷军,也别高看了小米_详细解读_最新资...",http://www.baidu.com/link?url=2OUeFMVl-YOc2tzdFKz8gtFyelx6hgJRi4aOCR9-XC5mawrYgzPwElS5q03WsoWU,"2020年11月30日 2020年4月6日,是小米十周年的日子。为了纪念这一特殊时刻,雷军发布了一份以“凡是过往,皆为序章”为主题的公开信。 谈及过去,他说道:“过去十年,我们经历了数..."
小米 site:36kr.com,2,"想不到,你竟是这样的“小米”_详细解读_最新资讯_热点事件...",http://www.baidu.com/link?url=hq5H965xOCrpbhr3Kbw1hYewhmBuNGVEfP8B99smWq2bfaLssXdC60MLZoCO_zPp,"2020年8月28日 2019年,5G基站大规模铺开建设,小米“灵活”捕捉到市场趋势变化,集中清理4G手机的原材料和在制品占比,以降低5G时代到来存货减值的风险。"
小米 site:36kr.com,3,在小米成立十年时_详细解读_最新资讯_热点事件_36氪,http://www.baidu.com/link?url=YLOOsxw7t3U9ZVoyc2ZaIThRzJ9iLmx5DwZZlD08wcHo1_qeclimbiMEYnrU72fn,"2020年8月12日 据IDC发布的2020年第二季度中国智能手机出货量报告中显示,华为出货量3970万部,市场占比45.2%,同比上涨9.5%;小米出货量910万部,市场占比10.4%,同比下滑21.9%;..."
小米 site:36kr.com,4,"小米集团:不负众望2019,砥砺前行2020_详细解读_最新资讯_...",http://www.baidu.com/link?url=CVrhYGVD4W22Y42IC0gxQ2uvB_uhsTSg3nOt0OdMy-EGwneW4543SE_uhI1cajPn,"2020年4月2日 2020年3月31日,小米集团发布了2019年第四季度及全年财报。2019年全年,小米集团总收入首次突破2000亿元(人民币,下同),达到2058亿元,同比增长17.7%,经调..."
小米 site:36kr.com,5,小米“失守”印度_详细解读_最新资讯_热点事件_36氪,http://www.baidu.com/link?url=I_tFrDvewN9PxmKJITp_o1IWavmzyaMxBXO55uldhXTXpcrJD4Id0BLBoQyjrFL2,"2020年11月2日 小米再次步入产品怪圈。 编者按:本文来自微信公众号“DoNews”(ID:ilovedonews),作者:陈少亮,36氪经授权发布。 一方面是徘徊两年的小米股价终于回到了..."
小米 site:36kr.com,6,"焦点分析丨小米,十岁而已_详细解读_最新资讯_热点事件_36氪",http://www.baidu.com/link?url=FP_VjfMtxCy7BtOejdMrvDHUXCV6DC8L7qyV4TwU1tNVAc18GcqQ9huRdLf3gZzQ,"2020年8月12日 “技术为本,性价比为纲”,创办小米十年后,雷军也没有选一条最好走的路。 作者丨邱晓芬 编辑丨苏建勋 雷军说他的愿望是不当劳模,从他偶然被拍到“能不管的尽..."
小米 site:36kr.com,7,小米这回大意了_详细解读_最新资讯_热点事件_36氪,http://www.baidu.com/link?url=piiRPuNqUWC8MOhmhO6-CPEZEEPJ4-Wmq0OT5OMJuzkembmm9mkReEYr9aNH-Zqa,"2020年11月27日 如果没有小米清河大学副校长王嵋那句“小米认为,未来的天下,得屌丝者得天下”,最近的小米可谓顺风顺水。 11月26日晚,卢伟冰在Note 9发布会上来了一段精彩的脱口秀..."
小米 site:36kr.com,8,小米必须上车_详细解读_最新资讯_热点事件_36氪,http://www.baidu.com/link?url=57aywD0Q6WTnl7XKbIHuEzg3thMUswU0N7WVgfgfFanqKW3CyyVlS5YdSppAzAHaXOuPGtZY-llq323hQ9Ed9K,"2021年2月19日 今日下午《晚点 LatePost》从多个信息源获悉,小米已确定造车,并视其为战略级决策。报道还称,小米造车或将由小米集团创始人雷军亲自带队。 消息发布后,小米港股股..."
小米 site:36kr.com,9,我所亲历的小米10年_详细解读_最新资讯_热点事件_36氪,http://www.baidu.com/link?url=FyfZ1aERmeJVE1XIX1VbfcjsSmWf9UU-3Zvf1ifHDua4BqS1njL8w-noGDDvYeZu,"2020年8月13日 雷军知天命,小米新十年。 编者按:本文来自微信公众号“Tech星球”(ID:tech618),作者 周晓奇 王琳,36氪经授权发布。 “我承认今天的小米不如苹果、三星、华为,但..."
小米 site:36kr.com,10,小米为什么难冲高端?_详细解读_最新资讯_热点事件_36氪,http://www.baidu.com/link?url=NbznVAwSG8S6kyVNtgvRUA1qjZgvkafoHJn-hX10d3yy-qGxrZwejMPG_TNpttl_,"2020年2月14日 小米的品牌形象一直非常朴实亲民,不只是因为小米产品经常腰斩其他竞品的价格,还因为雷军贵为互联网大佬中的巨佬,但他从来不端着,经常和年轻网友们插科打诨。"
小米 site:huxiu.com,1,小米-相关资讯-虎嗅网,http://www.baidu.com/link?url=SN4duzi7f59e8uA8bXBgMNqYoJEIX6tmOwSg17ZgUow8TLhUxbjSB_jf9dDOwY9W,"7天前 想要在生态上玩出花样来,归根到底还是要看 MIUI"
小米 site:huxiu.com,2,小米-24小时资讯-虎嗅网,http://www.baidu.com/link?url=OXhtr_rI484HWHQliDP3y_RFcvyIzpRcYHWfxZYMLB-0d_O8K6ZH2Vo2hR2GWeJr,"2021年2月12日 雷军:小米正式发布隔空充电技术。1月29日,雷军在个人公众号表示,今日小米正式发布隔空充电技术,并率先在小米11上实现。"
小米 site:huxiu.com,3,小米-虎嗅网,http://www.baidu.com/link?url=QMa6yTBnbIqq1uoLUfI5qh84rEA4NKOoJZSwV6Fwhfk4q3SEnr5iule4JlJ4mqNXCoknMBC-EK_YPlIz4vGDyRrbnVPj2pTJlr1hvH9sTBe,"聚合优质的创新信息与人群,捕获精选|深度|犀利的商业科技资讯。在虎嗅,不错过互联网的每个重要时刻。"
小米 site:huxiu.com,4,"小米造车,为什么还要再等等?-虎嗅网",http://www.baidu.com/link?url=57aywD0Q6WTnl7XKbIHuE8zWE5epzov3Jk7LtVUL7cin6F5DpjF_8QVtFlmnCd6pbDWeoxaSGpgr-qtDgZydT_,"2天前 19日下午,某自媒体发布消息说小米要造车了,起名micar,并且是由雷军亲自带队。话音刚落,小米的股票就迅速拉涨12个点。紧接着小米公关赶紧跑出来辟谣,“..."
小米 site:huxiu.com,5,"小米造车,图什么?-虎嗅网",http://www.baidu.com/link?url=57aywD0Q6WTnl7XKbIHuE8zWE5epzov3Jk7LtVUL7cin6F5DpjF_8QVtFlmnCd6pNS0drFoSsByojvm4Z-KiD_,"2021年2月19日 2月19日,据《晚点LatePost》报道,称根据多个消息源,已经确定小米将要造车,并将其视为战略级决策,不过具体的形式和方向还未确定,或许仍有变数。另根据..."
小米 site:huxiu.com,6,彭志斌请辞小米的背后-虎嗅网,http://www.baidu.com/link?url=zxF1XquehUX5q_3pMyiRYwKL7e7hwyVK9Udv5TNR6m5PREQ5d4kqDnztNRY_416Q-U9UgaqGUzGqFsKoV-MkaK,"2天前 看好的人拿出证据说,雷军与彭志斌是武大校友,年轻人的第一套房,欢迎小米来房地产搅局;看空的人说,真去了,得给雷总烧根香,一失足成千古恨。"
小米 site:huxiu.com,7,小米手机-相关资讯-虎嗅网,http://www.baidu.com/link?url=qD0W209byovwM8uYupVz1N5Vn_9AiQVR5G2oUHusLpH4hh6JBvhpFAKLpV2-j_Yx,2021年1月31日 取消随机赠送的充电器将是手机行业大势所趋
小米 site:huxiu.com,8,小米“隔空充电”的真相-虎嗅网,http://www.baidu.com/link?url=OmihWPAfMcqIQV6eAww-atomXtH3UTGKT_XE-WcC52Q5aYmMMqoZF6nbVQ1TGEsOaio99sd3JDlP_3BjaEfENq,"2021年2月17日 小米刚刚发布了可以说是近十年来智能手机领域最为前沿的技术,他们创造了一款可以为你的手机隔空充电的充电站,以至于我们不再需要为设备插入任何线缆了..."
小米 site:huxiu.com,9,"“小米”汽车为梦想窒息,这是年轻人的第一辆车?-虎嗅网",http://www.baidu.com/link?url=57aywD0Q6WTnl7XKbIHuE8zWE5epzov3Jk7LtVUL7cin6F5DpjF_8QVtFlmnCd6p-RQdFDlMUfUqAiQB64nlGa,"3天前 搜集素材的时候,看到小米也传出要造车的消息了。 一想到马上就可以开上年轻人的第一辆汽车了,我马上就满仓了小米股票,唉股票有什么好买的。我还是想早..."
小米 site:huxiu.com,10,彭志斌请辞小米的背后-虎嗅网,http://www.baidu.com/link?url=57aywD0Q6WTnl7XKbIHuE8zWE5epzov3Jk7LtVUL7cin6F5DpjF_8QVtFlmnCd6p8BspF9D401T-wcU2zxTh1q,"2天前 看好的人拿出证据说,雷军与彭志斌是武大校友,年轻人的第一套房,欢迎小米来房地产搅局;看空的人说,真去了,得给雷总烧根香,一失足成千古恨。 如果你把评..."
小米 site:iyiou.com,1,小米-相关资讯-虎嗅网,http://www.baidu.com/link?url=SN4duzi7f59e8uA8bXBgMNqYoJEIX6tmOwSg17ZgUow8TLhUxbjSB_jf9dDOwY9W,"7天前 想要在生态上玩出花样来,归根到底还是要看 MIUI"
小米 site:iyiou.com,2,小米-24小时资讯-虎嗅网,http://www.baidu.com/link?url=OXhtr_rI484HWHQliDP3y_RFcvyIzpRcYHWfxZYMLB-0d_O8K6ZH2Vo2hR2GWeJr,"2021年2月12日 雷军:小米正式发布隔空充电技术。1月29日,雷军在个人公众号表示,今日小米正式发布隔空充电技术,并率先在小米11上实现。"
小米 site:iyiou.com,3,小米-虎嗅网,http://www.baidu.com/link?url=QMa6yTBnbIqq1uoLUfI5qh84rEA4NKOoJZSwV6Fwhfk4q3SEnr5iule4JlJ4mqNXCoknMBC-EK_YPlIz4vGDyRrbnVPj2pTJlr1hvH9sTBe,"聚合优质的创新信息与人群,捕获精选|深度|犀利的商业科技资讯。在虎嗅,不错过互联网的每个重要时刻。"
小米 site:iyiou.com,4,"小米造车,为什么还要再等等?-虎嗅网",http://www.baidu.com/link?url=57aywD0Q6WTnl7XKbIHuE8zWE5epzov3Jk7LtVUL7cin6F5DpjF_8QVtFlmnCd6pbDWeoxaSGpgr-qtDgZydT_,"2天前 19日下午,某自媒体发布消息说小米要造车了,起名micar,并且是由雷军亲自带队。话音刚落,小米的股票就迅速拉涨12个点。紧接着小米公关赶紧跑出来辟谣,“..."
小米 site:iyiou.com,5,"小米造车,图什么?-虎嗅网",http://www.baidu.com/link?url=57aywD0Q6WTnl7XKbIHuE8zWE5epzov3Jk7LtVUL7cin6F5DpjF_8QVtFlmnCd6pNS0drFoSsByojvm4Z-KiD_,"2021年2月19日 2月19日,据《晚点LatePost》报道,称根据多个消息源,已经确定小米将要造车,并将其视为战略级决策,不过具体的形式和方向还未确定,或许仍有变数。另根据..."
小米 site:iyiou.com,6,彭志斌请辞小米的背后-虎嗅网,http://www.baidu.com/link?url=zxF1XquehUX5q_3pMyiRYwKL7e7hwyVK9Udv5TNR6m5PREQ5d4kqDnztNRY_416Q-U9UgaqGUzGqFsKoV-MkaK,"2天前 看好的人拿出证据说,雷军与彭志斌是武大校友,年轻人的第一套房,欢迎小米来房地产搅局;看空的人说,真去了,得给雷总烧根香,一失足成千古恨。"
小米 site:iyiou.com,7,小米手机-相关资讯-虎嗅网,http://www.baidu.com/link?url=qD0W209byovwM8uYupVz1N5Vn_9AiQVR5G2oUHusLpH4hh6JBvhpFAKLpV2-j_Yx,2021年1月31日 取消随机赠送的充电器将是手机行业大势所趋
小米 site:iyiou.com,8,小米“隔空充电”的真相-虎嗅网,http://www.baidu.com/link?url=OmihWPAfMcqIQV6eAww-atomXtH3UTGKT_XE-WcC52Q5aYmMMqoZF6nbVQ1TGEsOaio99sd3JDlP_3BjaEfENq,"2021年2月17日 小米刚刚发布了可以说是近十年来智能手机领域最为前沿的技术,他们创造了一款可以为你的手机隔空充电的充电站,以至于我们不再需要为设备插入任何线缆了..."
小米 site:iyiou.com,9,"“小米”汽车为梦想窒息,这是年轻人的第一辆车?-虎嗅网",http://www.baidu.com/link?url=57aywD0Q6WTnl7XKbIHuE8zWE5epzov3Jk7LtVUL7cin6F5DpjF_8QVtFlmnCd6p-RQdFDlMUfUqAiQB64nlGa,"3天前 搜集素材的时候,看到小米也传出要造车的消息了。 一想到马上就可以开上年轻人的第一辆汽车了,我马上就满仓了小米股票,唉股票有什么好买的。我还是想早..."
